wk_subject_id,kanji,primary_meaning,other_meanings,onyomi,kunyomi,nanori,radical_subject_ids,radical_characters,radical_meanings,visually_similar_subject_ids,visually_similar_kanji,meaning_mnemonic,reading_mnemonic,url,wk_level,srs_stage,StrokeImg,extra_reading_mnemonic
1242,質,Quality,,"しつ, しち",,,"115, 94","斤, 貝","Axe, Shellfish",,,"You have to use two <radical>axe</radical>s to open these <radical>shellfish</radical>. That seems like overkill, but it is necessary. These particular shellfish are of very high <kanji>quality</kanji> meaning they won't open so easily.","You finally get all of the shellfish open and you're admiring their <kanji>quality</kanji>, when your <reading>shih tzu</reading> (しつ) jumps up on the table and gobbles them down. NO! You try to chase after the little dog, but it's too late. They're gone.",https://www.wanikani.com/kanji/%E8%B3%AA,24,,"<img src=""jisho_strokes_08CEA.png"">",
1230,載,Place On,"Put On, Publish",さい,の,,"15, 194, 93","十, 戈, 車","Cross, Drunkard, Car","2227, 1541, 1219, 1194","栽, 装, 製, 裁","You have a <radical>cross</radical> for a <radical>drunkard</radical>'s <radical>car</radical>, to <kanji>place on</kanji> its dashboard. Drunkards should not drive, and when you <kanji>put on</kanji> a cross, it prevents them from driving because they remember Jesus (drunk drivers are not cool!","You have a lot of crosses to <kanji>place on</kanji> drunkard cars, so you get your <reading>cy</reading>borg (さい) to do it for you. The cyborg doesn't need sleep, so it can patrol the streets 24/7 for the sake of public safety.",https://www.wanikani.com/kanji/%E8%BC%89,24,,"<img src=""jisho_strokes_08F09.png"">","A reporter asks for your conversation <kanji>to be placed on</kanji> record, to which you respond ""<reading>NO</reading> (の)!"" You want your privacy.

載る is also often used to refer to something being included in a written document or publication and so can also mean to be recorded, as in 新聞に載る (to be recorded in a newspaper) or 教科書に載る (to be recorded in a textbook)."
1221,輸,Transport,,ゆ,,,"93, 8790",車,"Car, Death Star","1119, 2206, 885","論, 諭, 輪",What does a <radical>car</radical> and the <radical>Death Star</radical> have in common? They're both used to <kanji>transport</kanji> people and things.,Right now you and the Death Star are <kanji>transport</kanji>ing <reading>yu</reading>rts (ゆ). They're the universe's #1 best transportable homes!,https://www.wanikani.com/kanji/%E8%BC%B8,24,,"<img src=""jisho_strokes_08F38.png"">",
1243,述,Mention,,じゅつ,の,,"114, 130, 3","⻌, ホ, 丶","Scooter, Angel, Drop","1341, 1325","途, 迷","On this <radical>scooter</radical>, there's an <radical>angel</radical> with a <radical>drop</radical> of sweat coming off of it, because it forgot to <kanji>mention</kanji> something to you! It seems like it's something important too, since they're sweating so much.","""I forgot to <kanji>mention</kanji>, you have to study nin<reading>jutsu</reading> (じゅつ)!"" the angel yells. But it's too late, there are ninjas jumping out of the bushes around you and taking you hostage.",https://www.wanikani.com/kanji/%E8%BF%B0,24,,"<img src=""jisho_strokes_08FF0.png"">","I have <kanji>to mention</kanji> this thing... ""<reading>NO</reading>,"" (の) you quickly respond. I don't want to learn ninjutsu, but if I must..."
1220,違,Different,Differ,い,ちが,,"114, 294","⻌, 韋","Scooter, Korea",2120,偉,You take your <radical>scooter</radical> to <radical>Korea</radical> and everything is <kanji>different</kanji>!,What's also <kanji>different</kanji> is that there's a weird tiger bouncing on its tail alongside you yelling that its name is <reading>Tigger</reading> (ちが). You didn't know Tigger was living in Korea these days. That's definitely different.,https://www.wanikani.com/kanji/%E9%81%95,24,,"<img src=""jisho_strokes_09055.png"">",Your pet <reading>ea</reading>gle (い) also likes to travel to Korea. American Eagle wants something different sometimes like Korea.
1238,量,Quantity,Amount,りょう,はか,,"293, 125","旦, 里","Dawn, Village",,,"When <radical>dawn</radical> reaches this <radical>village</radical>, the population increases in <kanji>quantity</kanji>. That's right. Every morning the <kanji>amount</kanji> of people or animals living here goes up by at least one.",Today's dawn has brought with it an increase in the <kanji>quantity</kanji> of <reading>row</reading> (りょう) boats! More people and things have arrived!,https://www.wanikani.com/kanji/%E9%87%8F,24,,"<img src=""jisho_strokes_091CF.png"">","You need <kanji>to measure</kanji> the quantity of something, but don’t have a scale or anything. Luckily, you are quite the <reading>hacker</reading> (はか) and hack together a scale using only random stuff like rubber bands and beans. We can now better measure the row boats and other new things in the village dawn."
1218,額,Amount,"Framed Picture, Forehead",がく,ひたい,,"295, 184","客, 頁","Guest, Geoduck","1171, 771, 772, 927, 1638, 872, 1425, 888","領, 頭, 顔, 頑, 頼, 題, 預, 願","When you're a <radical>guest</radical> somewhere it's important to bring <radical>geoduck</radical>s. But more than that, the <kanji>amount</kanji> of geoducks you bring is really what matters. If you don't have any live geoducks go ahead and bring any amount of <kanji>framed picture</kanji>s of geoducks instead.","Unfortunately, if you mess up the <kanji>amount</kanji> or the <kanji>framed picture</kanji>s, every other guest will <reading>gawk</reading> (がく) at you.",https://www.wanikani.com/kanji/%E9%A1%8D,24,,"<img src=""jisho_strokes_0984D.png"">","In this party with large amounts of framed pictures, you see your friend. Touch <kanji>forehead</kanji>s to say hi to your friend from Avatar, Tai Lee, and say “<reading>Hi</reading>-<reading>Tai</reading>!” (ひたい)."
1249,与,Give,,よ,あた,,"8766, 1",一,"Beggar, Ground","1506, 531","汚, 写","A <radical>beggar</radical> lies on the <radical>ground</radical> so you <kanji>give</kanji> him some money. You feel bad for the beggar on the ground, so you decided to give him something.","When you set the money down next to the beggar he shouts, “No! I want a <reading>yo</reading>-yo (よ)!” so you go to the corner store and buy him a yo-yo with the money instead. You <kanji>give</kanji> the yo-yo to the beggar and he looks very happy.",https://www.wanikani.com/kanji/%E4%B8%8E,25,,"<img src=""jisho_strokes_04E0E.png"">","The kanji itself means <kanji>give</kanji> so the verb vocab version is <kanji>to give</kanji> or <kanji>to grant</kanji>. You go <kanji>to give</kanji> a bone to your dog. <reading>Atta</reading> boy (あた), Sparky! <reading>Atta</reading> boy. 

This is a relatively formal word that is generally used in writing. In conversations, people commonly use more relaxed words like あげる or くれる."
1262,候,Climate,"Weather, Candidate",こう,そうろう,,"75, 8761, 157, 72","ｲ, 丨, ユ, 矢","Leader, Stick, Hook, Arrow",8838,喉,"A <radical>leader</radical> with a <radical>stick</radical>, a <radical>hook</radical>, and an <radical>arrow</radical> is able to change the <kanji>climate</kanji> and <kanji>weather</kanji>. Not just the type of climate that causes sunny and rainy days though, the political climate too, because they're a political <kanji>candidate</kanji> too.","Who is this <kanji>climate</kanji> and <kanji>weather</kanji>-changing <kanji>candidate</kanji> leader with the hook, stick, and arrow? It's none other than <reading>こう</reading>いち.",https://www.wanikani.com/kanji/%E5%80%99,25,,"<img src=""jisho_strokes_05019.png"">",
1267,効,Effective,Effect,こう,き,,"302, 13","交, 力","Mix, Power","2135, 1287, 1275, 658","郊, 較, 絞, 校",If you <radical>mix</radical> different types of <radical>power</radical> you'll produce something <kanji>effective</kanji>.,"The most <kanji>effective</kanji> mix of two powers is two <reading>こう</reading>いちs. Take one, mix it with another, and you have something with immeasurable power. You use it to attack that animal-like creature. It's super effective!",https://www.wanikani.com/kanji/%E5%8A%B9,25,,"<img src=""jisho_strokes_052B9.png"">","The kanji itself means <kanji>to be effective</kanji> or <kanji>to work effectively</kanji>. What is particularly effective? It's your <reading>key</reading> (き). It's effective at opening your house door.

This word is used to describe something that works effectively and as intended, such as medicine that achieves the desired effect or brakes that effectively stop the car."
1250,含,Include,,がん,ふく,,"238, 16","今, 口","Now, Mouth",,,"<radical>Now</radical> your <radical>mouth</radical> can <kanji>include</kanji> more words than ever before! With our new and improved “Mouth Now!” program, your mouth will include more words than you ever thought possible!","If you buy now, we’ll also <kanji>include</kanji> a handful of books by <reading>Gan</reading>dhi (がん) himself. Buy now, and get the words of Gandhi in your hands as well as your mouth!",https://www.wanikani.com/kanji/%E5%90%AB,25,,"<img src=""jisho_strokes_0542B.png"">","The kanji itself means <kanji>include</kanji> so the verb vocab version is <kanji>to include</kanji> or <kanji>to contain</kanji>. They don't want <kanji>to include</kanji> you in their game? Well, ""<reading>F***</reading> (ふく) you!"" you yell at them, because they wouldn't include you.

While 含む can be used in everyday conversation, it’s a relatively formal word that is generally used in explanatory sentences."
1280,居,Alive,,きょ,い,,"37, 69","尸, 古","Flag, Old","1320, 1224, 1653, 1897, 2209, 1692, 1456, 1752, 1814, 1816, 1434, 1989, 1579","屈, 届, 戻, 涙, 据, 房, 泥, 堀, 掘, 握, 漏, 塀, 遅","The <radical>flag</radical> is <radical>old</radical> but it is still <kanji>alive</kanji>. This is a living flag, and it gets old just like other living things.","The flag that is old and <kanji>alive</kanji> is actually a Buddhist relic (that's why it's alive, in fact ... and old!). But, it's a really dumb relic, so it's put in Little <reading>Kyo</reading>to (きょ).",https://www.wanikani.com/kanji/%E5%B1%85,25,,"<img src=""jisho_strokes_05C45.png"">","The kanji itself means <kanji>alive</kanji> and the verb version means <kanji>to exist</kanji> or <kanji>to be</kanji>, for anything that is alive and moving, like people and animals. Do you know the word いる? This is the kanji version! You can link this to the reading <reading>い</reading>る."
1268,属,Belong,,ぞく,,,"37, 425","尸, 禹","Flag, Mantis","1231, 2381","層, 嘱","The <radical>flag</radical> has a <radical>mantis</radical> perched underneath it, and you know for a fact that it does not <kanji>belong</kanji> there. Insects should be in trees and on the ground. Not up high on a flagpole. Insects belong in the wild!","Luckily for you, and unluckily for this mantis who doesn't <kanji>belong</kanji> on your flag, you're a Boso<reading>zoku</reading> (ぞく) bike gang member, and you don't take crap from nobody. You climb the flagpole, punch the mantis and yell, ""YOU DON'T BELONG HERE!""",https://www.wanikani.com/kanji/%E5%B1%9E,25,,"<img src=""jisho_strokes_05C5E.png"">",
1273,巻,Scroll,,かん,"ま, まき",,"8819, 228","龹, 己","Gladiator, Oneself","1792, 1361, 1126, 843","拳, 券, 挙, 港",A <radical>gladiator</radical> only sees himself (<radical>oneself</radical>) on those big <kanji>scroll</kanji>s they advertise the fights with. Gladiators don't get mirrors and there are no cameras or videos yet. The scroll drawings are all they get of themselves.,When you look at the <kanji>scroll</kanji> you realize... you look just like Genghis <reading>Khan</reading> (かん)! You excitedly fist pump and start showing everyone how cool you are.,https://www.wanikani.com/kanji/%E5%B7%BB,25,,"<img src=""jisho_strokes_05DFB.png"">","The kanji itself means <kanji>scroll</kanji>. But, you don't ""to scroll."" What do you do to scrolls, though? You <kanji>roll</kanji> them up, making this word ""<kanji>to roll</kanji>.” The thing you are rolling up is your <reading>ma</reading> (ま). She's going wild again, so you throw her into a blanket and roll her up to hold her down."
1251,影,Shadow,,えい,かげ,,"22, 299, 38","日, 京, 彡","Sun, Capital, Hair","2094, 1256","彰, 景","The <radical>sun</radical> rises over the <radical>capital</radical>, shines down on your <radical>hair</radical>, and casts a long <kanji>shadow</kanji> on the ground in front of you.",In the shade from your <kanji>shadow</kanji> you see a small <reading>a</reading>corn (えい) laying on the ground. You're about to reach down and pick it up when you realize that your shadow is keeping this little acorn from growing up big and strong.,https://www.wanikani.com/kanji/%E5%BD%B1,25,,"<img src=""jisho_strokes_05F71.png"">",Just imagine the <kanji>shadow</kanji> of a <reading>cage</reading> (かげ). Lots of long bars. What a nice striped pattern.
